Confirmed,Country/Region,Deaths,Last Update,Latitude,Longitude,Province/State,Recovered
1.0,US,0.0,2020-03-07 20:13:14,37.2519,-119.6963,"Madera County, CA",0.0
1.0,US,0.0,2020-03-03 15:53:03,43.0731,-89.4012,"Madison, WI",1.0
1.0,US,0.0,2020-03-08 06:23:05,27.4799,-82.3452,"Manatee County, FL",0.0
1.0,US,0.0,2020-03-06 17:13:12,39.8362,-86.1752,"Marion County, IN",0.0
1.0,US,0.0,2020-03-08 19:43:03,44.8446,-122.5927,"Marion County, OR",0.0
1.0,US,0.0,2020-03-08 03:03:08,30.5773,-86.6611,"Okaloosa County, FL",0.0
1.0,US,0.0,2020-03-07 03:53:03,42.1615,-70.7928,"Plymouth County, MA",0.0
1.0,US,0.0,2020-03-08 04:13:22,34.0132,-85.1479,"Polk County, GA",0.0
1.0,US,0.0,2020-03-06 23:23:03,44.9964,-93.0616,"Ramsey County, MN",0.0
1.0,US,0.0,2020-03-08 10:33:03,33.9533,-117.3961,"Riverside County, CA",0.0
1.0,US,0.0,2020-02-13 18:53:02,29.4241,-98.4936,"San Antonio, TX",0.0
1.0,US,1.0,2020-03-08 15:33:04,30.769,-86.9824,"Santa Rosa County, FL",0.0
1.0,US,0.0,2020-03-02 03:23:06,27.3364,-82.5307,"Sarasota, FL",0.0
1.0,US,0.0,2020-03-08 16:13:36,35.1269,-89.9253,"Shelby County, TN",0.0
1.0,US,0.0,2020-03-02 20:53:02,38.578,-122.9888,"Sonoma County, CA",0.0
1.0,US,0.0,2020-03-08 21:53:04,47.6587,-117.4225,"Spokane County, WA",0.0
1.0,US,0.0,2020-03-08 11:23:08,38.6103,-90.4125,"St. Louis County, MO",0.0
1.0,US,0.0,2020-03-08 16:03:05,40.9849,-72.6151,"Suffolk County, NY",0.0
1.0,US,0.0,2020-03-07 04:43:02,36.1593,-95.941,"Tulsa County, OK",0.0
1.0,US,0.0,2020-03-08 16:23:07,41.8586,-74.3118,"Ulster County, NY",0.0
1.0,US,0.0,2020-03-02 20:23:16,45.775,-118.7606,"Umatilla, OR",0.0
1.0,US,0.0,2020-03-08 06:23:05,44.3378,-72.7563,"Unassigned Location, VT",0.0
1.0,US,0.0,2020-03-08 21:23:03,42.4072,-71.3824,"Unknown Location, MA",0.0
1.0,US,0.0,2020-03-08 03:03:08,29.028,-81.0755,"Volusia County, FL",0.0
1.0,US,0.0,2020-03-03 20:53:02,35.8032,-78.5661,"Wake County, NC",0.0
1.0,US,0.0,2020-03-06 16:13:15,41.6739,-75.2479,"Wayne County, PA",0.0
1.0,US,0.0,2020-03-05 23:33:03,35.9179,-86.8622,"Williamson County, TN",0.0
1.0,US,0.0,2020-03-06 20:13:14,38.7646,-121.9018,"Yolo County, CA",0.0
1.0,Ukraine,0.0,2020-03-03 15:33:02,48.3794,31.1656,,0.0
1.0,Vatican City,0.0,2020-03-06 15:43:02,41.9029,12.4534,,0.0
0.0,Australia,0.0,2020-02-29 02:03:10,35.4437,139.638,From Diamond Princess,0.0
0.0,Australia,0.0,2020-03-06 04:33:03,-12.4634,130.8456,Northern Territory,0.0
0.0,US,0.0,2020-02-24 23:33:02,29.3829,-98.6134,"Lackland, TX (From Diamond Princess)",0.0
0.0,US,0.0,2020-03-07 19:53:02,30.3213,-95.4778,"Montgomery County, TX",0.0
0.0,US,0.0,2020-02-24 23:33:02,41.2545,-95.9758,"Omaha, NE (From Diamond Princess)",0.0
0.0,US,0.0,2020-02-24 23:33:02,38.2721,-121.9399,"Travis, CA (From Diamond Princess)",0.0
67743.0,Mainland China,3008.0,2020-03-09 14:33:03,30.9756,112.2707,Hubei,46488.0
9172.0,Italy,463.0,2020-03-09 18:13:11,43.0,12.0,,724.0
7478.0,South Korea,53.0,2020-03-09 09:03:03,36.0,128.0,,118.0
7161.0,Iran,237.0,2020-03-09 10:53:03,32.0,53.0,,2394.0
1352.0,Mainland China,8.0,2020-03-09 01:43:01,23.3417,113.4244,Guangdong,1260.0
1272.0,Mainland China,22.0,2020-03-08 05:03:02,33.882,113.614,Henan,1247.0
1215.0,Mainland China,1.0,2020-03-09 09:43:03,29.1832,120.0934,Zhejiang,1176.0
1209.0,France,19.0,2020-03-09 00:43:03,47.0,2.0,,12.0
1176.0,Germany,2.0,2020-03-09 18:13:11,51.0,9.0,,18.0
1073.0,Spain,28.0,2020-03-09 18:13:11,40.0,-4.0,,32.0
1018.0,Mainland China,4.0,2020-03-09 01:33:06,27.6104,111.7088,Hunan,979.0
990.0,Mainland China,6.0,2020-03-08 05:13:06,31.8257,117.2264,Anhui,984.0
935.0,Mainland China,1.0,2020-03-09 01:53:01,27.614,115.7221,Jiangxi,923.0
758.0,Mainland China,6.0,2020-03-09 10:13:06,36.3427,118.1498,Shandong,700.0
696.0,Others,6.0,2020-03-06 01:29:39,35.4437,139.638,Diamond Princess cruise ship,40.0
631.0,Mainland China,0.0,2020-03-09 08:53:03,32.9711,119.455,Jiangsu,621.0
576.0,Mainland China,6.0,2020-03-09 23:13:03,30.0572,107.874,Chongqing,542.0
539.0,Mainland China,3.0,2020-03-09 08:53:03,30.6171,102.7103,Sichuan,466.0
511.0,Japan,17.0,2020-03-09 09:13:17,36.0,138.0,,76.0
481.0,Mainland China,13.0,2020-03-09 14:33:03,47.862,127.7615,Heilongjiang,430.0
428.0,Mainland China,8.0,2020-03-09 01:53:01,40.1824,116.4142,Beijing,315.0
374.0,Switzerland,2.0,2020-03-09 11:33:10,46.8182,8.2275,,3.0
342.0,Mainland China,3.0,2020-03-09 04:03:11,31.202,121.4491,Shanghai,315.0
321.0,Netherlands,3.0,2020-03-09 18:13:11,52.1326,5.2913,,0.0
321.0,UK,4.0,2020-03-09 18:33:03,55.0,-3.0,,18.0
318.0,Mainland China,6.0,2020-03-07 13:03:05,38.0428,114.5149,Hebei,307.0
296.0,Mainland China,1.0,2020-03-07 13:03:05,26.0789,117.9874,Fujian,295.0
252.0,Mainland China,2.0,2020-03-09 00:23:09,23.8298,108.7881,Guangxi,230.0
248.0,Sweden,0.0,2020-03-09 18:33:03,63.0,16.0,,1.0
245.0,Mainland China,1.0,2020-03-08 14:43:03,35.1917,108.8701,Shaanxi,227.0
239.0,Belgium,0.0,2020-03-09 10:43:05,50.8333,4.0,,1.0
205.0,Norway,0.0,2020-03-09 18:33:03,60.472,8.4689,,1.0
174.0,Mainland China,2.0,2020-03-06 03:23:06,24.974,101.487,Yunnan,170.0
168.0,Mainland China,6.0,2020-03-08 04:33:02,19.1959,109.7453,Hainan,159.0
150.0,Singapore,0.0,2020-03-08 13:33:13,1.2833,103.8333,,78.0
146.0,Mainland China,2.0,2020-03-09 01:13:05,26.8154,106.8748,Guizhou,123.0
136.0,Mainland China,3.0,2020-03-09 10:13:06,39.3054,117.323,Tianjin,130.0
133.0,Mainland China,0.0,2020-03-09 11:43:02,37.5777,112.2922,Shanxi,127.0
131.0,Austria,0.0,2020-03-09 18:33:03,47.5162,14.5501,,2.0
125.0,Mainland China,1.0,2020-03-08 05:13:06,41.2956,122.6085,Liaoning,109.0
124.0,Mainland China,2.0,2020-03-09 14:33:03,36.0611,103.8343,Gansu,88.0
117.0,Malaysia,0.0,2020-03-09 09:43:03,2.5,112.5,,24.0
115.0,Hong Kong,3.0,2020-03-09 10:03:17,22.3,114.2,Hong Kong,59.0
98.0,US,0.0,2020-03-09 17:13:16,41.122,-73.7949,"Westchester County, NY",0.0
95.0,Bahrain,0.0,2020-03-09 10:03:17,26.0275,50.55,,14.0
93.0,Mainland China,1.0,2020-03-09 14:33:03,43.6661,126.1923,Jilin,91.0
90.0,Denmark,0.0,2020-03-09 18:13:11,56.2639,9.5018,,1.0
83.0,US,17.0,2020-03-08 20:23:09,47.548,-121.9836,"King County, WA",1.0
76.0,Mainland China,3.0,2020-03-08 05:33:02,41.1129,85.2401,Xinjiang,73.0
75.0,Mainland China,1.0,2020-03-08 05:13:06,44.0935,113.9448,Inner Mongolia,70.0
75.0,Mainland China,0.0,2020-03-06 12:53:03,37.2692,106.1655,Ningxia,71.0
73.0,Greece,0.0,2020-03-08 17:23:07,39.0742,21.8243,,0.0
64.0,Kuwait,0.0,2020-03-08 15:33:04,29.5,47.75,,1.0
60.0,Iraq,6.0,2020-03-09 23:33:02,33.0,44.0,,9.0
58.0,Iceland,0.0,2020-03-09 10:03:17,64.9631,-19.0208,,0.0
55.0,Egypt,1.0,2020-03-09 10:03:17,26.0,30.0,,12.0
50.0,Thailand,1.0,2020-03-07 10:13:23,15.0,101.0,,31.0
48.0,Australia,3.0,2020-03-09 18:53:13,-33.8688,151.2093,New South Wales,4.0
45.0,Taiwan,1.0,2020-03-09 00:33:14,23.7,121.0,Taiwan,15.0
45.0,US,0.0,2020-03-02 19:53:03,35.4437,139.638,Unassigned Location (From Diamond Princess),0.0
45.0,United Arab Emirates,0.0,2020-03-07 10:13:22,24.0,54.0,,7.0
43.0,India,0.0,2020-03-09 09:13:17,21.0,78.0,,3.0
39.0,Israel,0.0,2020-03-08 21:03:03,31.0,35.0,,2.0
38.0,US,0.0,2020-03-08 21:23:03,37.3541,-121.9552,"Santa Clara County, CA",1.0
36.0,San Marino,1.0,2020-03-08 14:23:10,43.9424,12.4578,,0.0
34.0,Canada,0.0,2020-03-09 17:53:24,51.2538,-85.3232,Ontario,4.0
32.0,Canada,1.0,2020-03-09 22:43:25,53.7267,-127.6476,British Columbia,4.0
32.0,Lebanon,0.0,2020-03-08 18:13:19,33.8547,35.8623,,1.0
31.0,Czech Republic,0.0,2020-03-08 19:53:03,49.8175,15.473,,0.0
31.0,US,1.0,2020-03-08 21:43:03,48.033,-121.8339,"Snohomish County, WA",0.0
30.0,Finland,0.0,2020-03-09 09:23:03,64.0,26.0,,1.0
30.0,Portugal,0.0,2020-03-08 19:53:03,39.3999,-8.2245,,0.0
30.0,Vietnam,0.0,2020-03-08 19:53:03,16.0,108.0,,16.0
25.0,Brazil,0.0,2020-03-09 10:13:06,-14.235,-51.9253,,0.0
22.0,Palestine,0.0,2020-03-07 02:23:06,31.9522,35.2332,,0.0
21.0,Ireland,0.0,2020-03-09 09:53:06,53.1424,-7.6921,,0.0
21.0,US,0.0,2020-03-07 01:33:02,37.6489,-122.6655,Grand Princess Cruise Ship,0.0
20.0,Algeria,0.0,2020-03-09 10:13:06,28.0339,1.6596,,0.0
20.0,Philippines,1.0,2020-03-09 09:23:03,13.0,122.0,,1.0
19.0,Indonesia,0.0,2020-03-09 11:33:10,-0.7893,113.9213,,0.0
19.0,US,0.0,2020-03-09 17:13:16,40.7128,-74.006,"New York County, NY",0.0
18.0,Mainland China,0.0,2020-02-21 04:43:02,35.7452,95.9956,Qinghai,18.0
18.0,Qatar,0.0,2020-03-09 10:13:09,25.3548,51.1839,,0.0
17.0,Russia,0.0,2020-03-08 21:03:03,60.0,90.0,,3.0
17.0,US,0.0,2020-03-09 17:13:14,40.6546,-73.5594,"Nassau County, NY",0.0
16.0,Oman,0.0,2020-03-05 17:53:02,21.0,57.0,,2.0
16.0,Poland,0.0,2020-03-09 11:33:10,51.9194,19.1451,,0.0
16.0,Slovenia,0.0,2020-03-08 17:03:16,46.1512,14.9955,,0.0
15.0,Australia,0.0,2020-03-08 05:43:04,-28.0167,153.4,Queensland,8.0
15.0,Australia,0.0,2020-03-09 18:33:03,-37.8136,144.9631,Victoria,7.0
15.0,Ecuador,0.0,2020-03-09 09:03:03,-1.8312,-78.1834,,0.0
15.0,Georgia,0.0,2020-03-09 10:13:06,42.3154,43.3569,,0.0
15.0,Romania,0.0,2020-03-08 17:23:07,46.0,25.0,,3.0
15.0,Saudi Arabia,0.0,2020-03-09 09:03:03,24.0,45.0,,0.0
14.0,US,0.0,2020-03-08 01:13:48,34.0522,-118.2437,"Los Angeles, CA",0.0
12.0,Argentina,1.0,2020-03-08 22:03:11,-38.4161,-63.6167,,0.0
12.0,Croatia,0.0,2020-03-07 10:13:23,45.1667,15.5,,0.0
12.0,US,0.0,2020-03-08 21:43:03,37.8534,-121.9018,"Contra Costa County, CA",0.0
10.0,Estonia,0.0,2020-03-06 13:03:13,58.5953,25.0136,,0.0
10.0,Macau,0.0,2020-03-06 10:23:03,22.1667,113.55,Macau,10.0
9.0,Azerbaijan,0.0,2020-03-07 02:13:09,40.1431,47.5769,,0.0
9.0,Costa Rica,0.0,2020-03-09 09:03:03,9.7489,-83.7534,,0.0
9.0,Hungary,0.0,2020-03-09 09:43:03,47.1625,19.5033,,0.0
9.0,US,0.0,2020-03-08 01:23:12,37.7749,-122.4194,"San Francisco County, CA",0.0
8.0,Chile,0.0,2020-03-08 15:43:03,-35.6751,-71.543,,0.0
8.0,US,0.0,2020-03-08 21:13:14,42.3601,-71.0589,"Suffolk County, MA",1.0
8.0,US,0.0,2020-03-08 19:43:03,45.547,-123.1386,"Washington County, OR",0.0
7.0,Australia,0.0,2020-03-06 04:23:08,-34.9285,138.6007,South Australia,2.0
7.0,Canada,0.0,2020-03-09 17:53:24,53.9333,-116.5765,Alberta,0.0
7.0,Mexico,0.0,2020-03-08 05:13:06,23.0,-102.0,,1.0
7.0,Peru,0.0,2020-03-09 10:13:23,-9.19,-75.0152,,0.0
7.0,US,0.0,2020-03-08 20:23:09,41.7377,-87.6976,"Cook County, IL",2.0
7.0,US,0.0,2020-03-08 21:13:12,42.4672,-71.2874,"Middlesex County, MA",0.0
7.0,US,1.0,2020-03-09 08:23:03,39.0916,-120.8039,"Placer County, CA",0.0
6.0,Belarus,0.0,2020-03-09 11:33:10,53.7098,27.9534,,1.0
6.0,Latvia,0.0,2020-03-09 09:13:18,56.8796,24.6032,,0.0
6.0,Pakistan,0.0,2020-03-08 04:53:02,30.3753,69.3451,,1.0
6.0,US,0.0,2020-03-08 17:33:03,29.5693,-95.8143,"Fort Bend County, TX",0.0
6.0,US,0.0,2020-03-09 09:13:19,29.7752,-95.3103,"Harris County, TX",0.0
6.0,US,0.0,2020-03-08 21:13:14,42.1767,-71.1449,"Norfolk County, MA",0.0
5.0,Dominican Republic,0.0,2020-03-08 17:23:08,18.7357,-70.1627,,0.0
5.0,French Guiana,0.0,2020-03-07 03:23:05,3.9339,-53.1258,,0.0
5.0,New Zealand,0.0,2020-03-07 02:03:29,-40.9006,174.886,,0.0
5.0,US,0.0,2020-03-09 18:53:13,33.8034,-84.3963,"Fulton County, GA",0.0
5.0,US,0.0,2020-03-09 18:33:03,40.229,-75.3879,"Montgomery County, PA",0.0
5.0,US,0.0,2020-03-06 00:33:03,47.7511,-120.7401,"Unassigned Location, WA",0.0
4.0,Afghanistan,0.0,2020-03-08 04:53:03,33.0,65.0,,0.0
4.0,Australia,1.0,2020-03-09 18:33:03,-31.9505,115.8605,Western Australia,0.0
4.0,Bulgaria,0.0,2020-03-09 14:43:03,42.7339,25.4858,,0.0
4.0,Maldives,0.0,2020-03-08 21:13:10,3.2028,73.2207,,0.0
4.0,Senegal,0.0,2020-03-08 20:23:08,14.4974,-14.4524,,1.0
4.0,US,0.0,2020-03-08 21:23:03,40.9263,-74.077,"Bergen County, NJ",0.0
4.0,US,0.0,2020-03-08 17:53:03,43.9088,-71.826,"Grafton County, NH",0.0
4.0,US,0.0,2020-03-09 00:03:07,34.3672,-80.5883,"Kershaw County, SC",0.0
4.0,US,0.0,2020-03-08 21:53:04,39.1547,-77.2405,"Montgomery County, MD",0.0
4.0,US,0.0,2020-03-09 00:23:10,33.7879,-117.8531,"Orange County, CA",0.0
4.0,US,0.0,2020-03-08 21:43:03,47.0676,-122.1295,"Pierce County, WA",0.0
4.0,US,0.0,2020-03-09 17:33:13,41.1489,-73.983,"Rockland County, NY",0.0
3.0,Bangladesh,0.0,2020-03-08 10:53:02,23.685,90.3563,,0.0
3.0,Bosnia and Herzegovina,0.0,2020-03-07 02:13:09,43.9159,17.6791,,0.0
3.0,Canada,0.0,2020-03-09 08:43:03,52.9399,-73.5491,Quebec,0.0
3.0,Luxembourg,0.0,2020-03-08 05:13:06,49.8144,6.1317,,0.0
3.0,Malta,0.0,2020-03-08 09:13:16,35.9375,14.3754,,0.0
3.0,North Macedonia,0.0,2020-03-06 20:23:11,41.6086,21.7453,,0.0
3.0,Slovakia,0.0,2020-03-08 09:13:15,48.669,19.699,,0.0
3.0,South Africa,0.0,2020-03-08 10:23:04,-30.5595,22.9375,,0.0
3.0,US,0.0,2020-03-09 08:53:03,26.1901,-80.3659,"Broward County, FL",0.0
3.0,US,0.0,2020-03-09 03:53:03,33.8999,-84.5641,"Cobb County, GA",0.0
3.0,US,0.0,2020-03-07 01:53:03,39.2587,-104.9389,"Douglas County, CO",0.0
3.0,US,0.0,2020-03-09 00:53:03,41.3148,-96.1951,"Douglas County, NE",0.0
3.0,US,0.0,2020-03-09 08:43:03,41.6699,-91.5984,"Johnson County, IA",0.0
3.0,US,0.0,2020-03-07 19:53:02,33.2918,-112.4291,"Maricopa County, AZ",1.0
3.0,US,0.0,2020-03-07 02:23:08,41.8882,-71.4774,"Providence County, RI",0.0
3.0,US,0.0,2020-03-05 20:33:03,32.7157,-117.1611,"San Diego County, CA",1.0
3.0,US,0.0,2020-03-09 12:03:07,38.578,-122.9888,"Sonoma County, CA",0.0
2.0,Albania,0.0,2020-03-09 09:03:03,41.1533,20.1683,,0.0
2.0,Australia,0.0,2020-03-08 05:43:04,-41.4545,145.9707,Tasmania,0.0
2.0,Cambodia,0.0,2020-03-08 04:53:03,11.55,104.9167,,1.0
2.0,Cameroon,0.0,2020-03-08 05:23:03,3.848,11.5021,,0.0
2.0,Cyprus,0.0,2020-03-09 18:33:03,35.1264,33.4299,,0.0
2.0,Faroe Islands,0.0,2020-03-08 05:13:07,61.8926,-6.9118,,0.0
2.0,Martinique,0.0,2020-03-07 03:23:05,14.6415,-61.0242,,0.0
2.0,Morocco,0.0,2020-03-05 13:53:03,31.7917,-7.0926,,0.0
2.0,Nigeria,0.0,2020-03-09 09:43:03,9.082,8.6753,,0.0
2.0,St. Martin,0.0,2020-03-09 10:43:06,18.0708,-63.0501,,0.0
2.0,Tunisia,0.0,2020-03-08 21:13:10,33.8869,9.5375,,0.0
2.0,US,0.0,2020-03-07 13:13:14,37.6017,-121.7195,"Alameda County, CA",0.0
2.0,US,0.0,2020-03-08 21:43:03,36.0796,-115.094,"Clark County, NV",0.0
2.0,US,0.0,2020-03-06 23:33:02,39.7392,-104.9903,"Denver County, CO",0.0
2.0,US,0.0,2020-03-08 21:33:02,38.9085,-77.2405,"Fairfax County, VA",0.0
2.0,US,0.0,2020-03-09 08:43:03,38.4333,-84.3542,"Harrison County, KY",0.0
2.0,US,0.0,2020-03-09 08:23:03,39.8065,-86.5401,"Hendricks County, IN",0.0
2.0,US,0.0,2020-03-03 18:33:02,27.9904,-82.3018,"Hillsborough, FL",0.0
2.0,US,0.0,2020-03-09 03:43:03,21.307,-157.8584,"Honolulu County, HI",0.0
2.0,US,0.0,2020-03-08 00:13:16,42.3345,-122.7647,"Jackson County, OR ",0.0
2.0,US,1.0,2020-03-08 15:33:04,26.663,-81.9535,"Lee County, FL",0.0
2.0,US,0.0,2020-03-09 08:53:03,27.4799,-82.3452,"Manatee County, FL",0.0
2.0,US,0.0,2020-03-07 17:13:23,32.8162,-111.2845,"Pinal County, AZ",0.0
2.0,US,0.0,2020-02-27 20:33:02,38.4747,-121.3542,"Sacramento County, CA",0.0
2.0,US,0.0,2020-02-03 03:53:02,36.5761,-120.9876,"San Benito, CA",0.0
2.0,US,0.0,2020-03-03 00:43:02,37.563,-122.3255,"San Mateo, CA",0.0
2.0,US,0.0,2020-03-07 18:23:05,43.0324,-73.936,"Saratoga County, NY",0.0
2.0,US,0.0,2020-03-06 01:29:39,39.5912,-106.064,"Summit County, CO",0.0
2.0,US,0.0,2020-03-08 13:53:03,38.9072,-77.0369,"Washington, D.C.",0.0
2.0,US,0.0,2020-03-08 21:43:03,40.5608,-119.6035,"Washoe County, NV",0.0
1.0,Andorra,0.0,2020-03-02 20:23:16,42.5063,1.5218,,0.0
1.0,Armenia,0.0,2020-03-01 19:53:02,40.0691,45.0382,,0.0
1.0,Bhutan,0.0,2020-03-06 15:43:02,27.5142,90.4336,,0.0
1.0,Brunei,0.0,2020-03-09 18:33:03,4.5353,114.7277,,0.0
1.0,Colombia,0.0,2020-03-07 00:43:02,4.5709,-74.2973,,0.0
1.0,Gibraltar,0.0,2020-03-04 13:03:13,36.1408,-5.3536,,0.0
1.0,Jordan,0.0,2020-03-03 15:33:02,31.24,36.51,,0.0
1.0,Liechtenstein,0.0,2020-03-04 01:33:07,47.14,9.55,,0.0
1.0,Lithuania,0.0,2020-02-28 16:23:03,55.1694,23.8813,,0.0
1.0,Mainland China,0.0,2020-02-12 06:43:02,31.6927,88.0924,Tibet,1.0
1.0,Moldova,0.0,2020-03-09 14:43:03,47.4116,28.3699,,0.0
1.0,Monaco,0.0,2020-02-29 00:33:01,43.7333,7.4167,,0.0
1.0,Nepal,0.0,2020-02-12 14:43:03,28.1667,84.25,,1.0
1.0,Paraguay,0.0,2020-03-08 09:13:16,-23.4425,-58.4438,,0.0
1.0,Saint Barthelemy,0.0,2020-03-09 10:43:06,17.9,-62.8333,,0.0
1.0,Serbia,0.0,2020-03-06 15:43:02,44.0165,21.0059,,0.0
1.0,Sri Lanka,0.0,2020-02-08 03:43:03,7.0,81.0,,1.0
1.0,Togo,0.0,2020-03-07 02:13:09,8.6195,0.8248,,0.0
1.0,US,0.0,2020-03-09 08:53:03,43.0279,-73.135,"Bennington County, VT",0.0
1.0,US,0.0,2020-03-08 00:43:03,42.3118,-73.1822,"Berkshire County, MA",0.0
1.0,US,0.0,2020-03-09 08:43:02,44.8254,-93.7842,"Carver County, MN",0.0
1.0,US,0.0,2020-03-07 01:53:03,32.7957,-79.7848,"Charleston County, SC",0.0
1.0,US,0.0,2020-03-09 08:53:03,26.8946,-81.9098,"Charlotte County, FL",0.0
1.0,US,0.0,2020-03-06 16:13:15,35.7211,-79.1781,"Chatham County, NC",0.0
1.0,US,0.0,2020-03-09 03:53:03,34.2515,-84.4803,"Cherokee County, GA",0.0
1.0,US,0.0,2020-03-07 20:03:07,45.7466,-122.5194,"Clark County, WA",0.0
1.0,US,0.0,2020-03-09 18:53:13,33.1795,-96.493,"Collin County, TX",0.0
1.0,US,0.0,2020-03-08 18:03:06,36.1343,-86.822,"Davidson County, TN",0.0
1.0,US,0.0,2020-03-07 04:43:02,40.9629,-112.0953,"Davis County, UT",0.0
1.0,US,0.0,2020-03-06 15:33:03,39.9078,-75.3879,"Delaware County, PA",0.0
1.0,US,0.0,2020-03-08 19:53:03,43.1261,-123.2492,"Douglas County, OR",0.0
1.0,US,0.0,2020-03-07 01:13:21,38.9108,-104.4723,"El Paso County, CO",0.0
1.0,US,0.0,2020-03-08 21:23:03,41.256,-73.3709,"Fairfield County, CT",0.0
1.0,US,0.0,2020-03-06 23:23:03,38.0606,-84.4803,"Fayette County, KY",0.0
1.0,US,0.0,2020-03-08 04:23:15,36.9859,-119.2321,"Fresno County, CA",0.0
1.0,US,1.0,2020-03-09 08:43:03,47.1981,-119.3732,"Grant County, WA",0.0
1.0,US,0.0,2020-03-08 21:53:03,39.5839,-76.3637,"Harford County, MD",0.0
1.0,US,0.0,2020-03-08 19:43:03,40.7453,-74.0535,"Hudson County, NJ",0.0
1.0,US,0.0,2020-02-21 05:13:09,40.745,-123.8695,"Humboldt County, CA",0.0
1.0,US,0.0,2020-03-09 00:23:10,38.1938,-85.6435,"Jefferson County, KY",0.0
1.0,US,0.0,2020-03-07 16:43:02,47.7425,-123.304,"Jefferson County, WA",0.0
1.0,US,0.0,2020-03-09 18:53:13,29.6499,-90.1121,"Jefferson Parish, LA",0.0
1.0,US,0.0,2020-03-08 00:33:02,38.8454,-94.8521,"Johnson County, KS",0.0
1.0,US,0.0,2020-03-08 00:43:03,47.175,-120.9319,"Kittitas County, WA",0.0
1.0,US,0.0,2020-03-07 20:13:14,42.6953,-121.6142,"Klamath County, OR",0.0
1.0,US,0.0,2020-03-07 20:13:14,37.2519,-119.6963,"Madera County, CA",0.0
1.0,US,0.0,2020-03-03 15:53:03,43.0731,-89.4012,"Madison, WI",1.0
1.0,US,0.0,2020-03-06 17:13:12,39.8362,-86.1752,"Marion County, IN",0.0
1.0,US,0.0,2020-03-08 19:43:03,44.8446,-122.5927,"Marion County, OR",0.0
1.0,US,0.0,2020-03-08 03:03:08,30.5773,-86.6611,"Okaloosa County, FL",0.0
1.0,US,0.0,2020-03-07 03:53:03,42.1615,-70.7928,"Plymouth County, MA",0.0
1.0,US,0.0,2020-03-08 04:13:22,34.0132,-85.1479,"Polk County, GA",0.0
1.0,US,0.0,2020-03-06 23:23:03,44.9964,-93.0616,"Ramsey County, MN",0.0
1.0,US,0.0,2020-03-08 10:33:03,33.9533,-117.3961,"Riverside County, CA",0.0
1.0,US,0.0,2020-03-09 22:43:25,42.9931,-71.0498,"Rockingham County, NH",0.0
1.0,US,0.0,2020-02-13 18:53:02,29.4241,-98.4936,"San Antonio, TX",0.0
1.0,US,1.0,2020-03-08 15:33:04,30.769,-86.9824,"Santa Rosa County, FL",0.0
1.0,US,0.0,2020-03-02 03:23:06,27.3364,-82.5307,"Sarasota, FL",0.0
1.0,US,0.0,2020-03-09 03:43:03,40.7909,-121.8474,"Shasta County, CA",0.0
1.0,US,0.0,2020-03-08 16:13:36,35.1269,-89.9253,"Shelby County, TN",0.0
1.0,US,0.0,2020-03-09 00:03:07,34.8606,-81.9535,"Spartanburg County, SC",0.0
1.0,US,0.0,2020-03-08 21:53:04,47.6587,-117.4225,"Spokane County, WA",0.0
1.0,US,0.0,2020-03-08 11:23:08,38.6103,-90.4125,"St. Louis County, MO",0.0
1.0,US,0.0,2020-03-08 16:03:05,40.9849,-72.6151,"Suffolk County, NY",0.0
1.0,US,0.0,2020-03-07 04:43:02,36.1593,-95.941,"Tulsa County, OK",0.0
1.0,US,0.0,2020-03-08 16:23:07,41.8586,-74.3118,"Ulster County, NY",0.0
1.0,US,0.0,2020-03-02 20:23:16,45.775,-118.7606,"Umatilla, OR",0.0
1.0,US,0.0,2020-03-08 21:23:03,42.4072,-71.3824,"Unknown Location, MA",0.0
1.0,US,0.0,2020-03-08 03:03:08,29.028,-81.0755,"Volusia County, FL",0.0
1.0,US,0.0,2020-03-03 20:53:02,35.8032,-78.5661,"Wake County, NC",0.0
1.0,US,0.0,2020-03-06 16:13:15,41.6739,-75.2479,"Wayne County, PA",0.0
1.0,US,0.0,2020-03-05 23:33:03,35.9179,-86.8622,"Williamson County, TN",0.0
1.0,US,0.0,2020-03-06 20:13:14,38.7646,-121.9018,"Yolo County, CA",0.0
1.0,Ukraine,0.0,2020-03-03 15:33:02,48.3794,31.1656,,0.0
1.0,Vatican City,0.0,2020-03-06 15:43:02,41.9029,12.4534,,0.0
0.0,Australia,0.0,2020-02-29 02:03:10,35.4437,139.638,From Diamond Princess,0.0
0.0,Australia,0.0,2020-03-06 04:33:03,-12.4634,130.8456,Northern Territory,0.0
0.0,US,0.0,2020-02-24 23:33:02,29.3829,-98.6134,"Lackland, TX (From Diamond Princess)",0.0
0.0,US,0.0,2020-03-07 19:53:02,30.3213,-95.4778,"Montgomery County, TX",0.0
0.0,US,0.0,2020-02-24 23:33:02,41.2545,-95.9758,"Omaha, NE (From Diamond Princess)",0.0
0.0,US,0.0,2020-02-24 23:33:02,38.2721,-121.9399,"Travis, CA (From Diamond Princess)",0.0
67760.0,Mainland China,3024.0,2020-03-10 15:13:05,30.9756,112.2707,Hubei,47743.0
10149.0,Italy,631.0,2020-03-10 17:53:02,43.0,12.0,,724.0
8042.0,Iran (Islamic Republic of),291.0,2020-03-10 19:13:20,32.0,53.0,,2731.0
7513.0,Republic of Korea,54.0,2020-03-10 19:13:20,36.0,128.0,,247.0
